1H	2H	3H	4H	5H	1V	2V	3V	4V	5V	Modifications	Chromosome	Student's T-test Significant Avastin_Control	Student's T-test significant	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# Razor Peptides	# Peptides Sequest HT	Student's T-test p-value Avastin_Control	Student's T-test Difference Avastin_Control	Student's T-test Test statistic Avastin_Control	Entrez Gene ID	Ensembl Gene ID	Gene ID	Description	Accession
6,733355	6,846744	6,624978	6,444601	6,723832	6,246028	6,803485	6,78136	6,311067	6,78136		18			2	2	2	1	0	2	0,46106758468568	-0,0900418281555176	-0,814505097473546	57045	ENSG00000128791.11	TWSG1	Twisted gastrulation protein homolog 1 [OS=Homo sapiens]	Q9GZX9
6,639519	6,785601	6,676662	6,683805	6,610286	6,681588	6,732663	6,564458	6,50741	6,530566		19			3	21	3	1	0	3	0,102676269511839	-0,0758374214172363	-2,10839371097214	1153	ENSG00000099622.13	CIRBP	Isoform 2 of Cold-inducible RNA-binding protein [OS=Homo sapiens]	Q14011-2
6,768111	6,577994	6,721627	6,653125	6,672487	6,675956	6,512293	6,449905	6,744781	6,623733		5			9	25	9	1	0	9	0,253977533000093	-0,0773353576660156	-1,33103165376551	10960	ENSG00000169223.14	LMAN2	Vesicular integral-membrane protein VIP36 [OS=Homo sapiens]	Q12907
6,29278	6,873441	6,616759	6,766712	6,782015	6,468277	6,783743	6,131342	6,92769	6,593204		9			8	22	7	1	1	8	0,523279281932385	-0,0854902267456055	-0,698613970697814	54769	ENSG00000165023.6	DIRAS2	GTP-binding protein Di-Ras2 [OS=Homo sapiens]	Q96HU8
6,757402	6,657869	6,640455	6,634873	6,701583	6,59714	6,520768	6,730525	6,51425	6,650605		11			9	13	9	1	0	9	0,169629814160193	-0,075778865814209	-1,67306483302799	6240	ENSG00000167325.14	RRM1	Ribonucleoside-diphosphate reductase large subunit [OS=Homo sapiens]	P23921
6,611518	6,733344	6,731987	6,472356	6,825881	6,646713	6,562981	6,127101	7,036136	6,514067		6			14	29	14	1	0	14	0,643591881328527	-0,0976178169250488	-0,499593673841536	8899	ENSG00000112739.16	PRPF4B	Serine/threonine-protein kinase PRP4 homolog [OS=Homo sapiens]	Q13523
6,636271	6,63975	6,652441	6,764453	6,699346	6,502217	6,768591	6,405892	6,698356	6,627419		5			2	8	2	1	0	2	0,27063257669732	-0,0779571533203125	-1,27719150180617	11076	ENSG00000171368.11	TPPP	Tubulin polymerization-promoting protein [OS=Homo sapiens]	O94811
6,596916	6,783183	6,731796	6,650773	6,621117	6,551509	6,799605	6,483004	6,605253	6,574147		19			2	5	2	1	0	2	0,177635719408554	-0,0740532875061035	-1,63381640440646	5300	ENSG00000127445.13	PIN1	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [OS=Homo sapiens]	Q13526
6,714009	6,666007	6,705848	6,645038	6,66653	6,547557	6,678727	6,618318	6,567566	6,618354		3			6	24	6	1	0	6	0,065193063116508	-0,0733823776245117	-2,52235435209428	6152	ENSG00000114391.12	RPL24	60S ribosomal protein L24 [OS=Homo sapiens]	P83731
6,540421	6,646093	6,611569	6,58612	6,918439	6,583258	6,596713	6,659448	6,599896	6,58834		2			3	8	3	1	0	3	0,48135407554791	-0,054997730255127	-0,775473150992606	5510	ENSG00000115685.14	PPP1R7	Protein phosphatase 1 regulatory subunit 7 [OS=Homo sapiens]	Q15435
7,066639	6,315365	6,554471	6,598147	6,730689	6,637725	6,411109	7,044841	6,321707	6,497292		22			2	3	2	1	0	2	0,689771189027407	-0,0705276489257813	-0,429369052923802	23616	ENSG00000100092.20	SH3BP1	SH3 domain-binding protein 1 [OS=Homo sapiens]	Q9Y3L3-1
6,628878	6,760805	6,674926	6,739253	6,578683	6,633722	6,711542	6,433789	6,664705	6,571615		4			2	7	2	1	0	2	0,172691033339795	-0,0734342575073242	-1,65783323012037	80273	ENSG00000109519.12	GRPEL1	GrpE protein homolog 1, mitochondrial [OS=Homo sapiens]	Q9HAV7
6,964293	6,778516	6,097908	6,879488	6,511274	6,718127	6,764206	6,203336	6,65647	6,624018		13			2	4	2	1	0	2	0,531407620655045	-0,0530644416809082	-0,684241897226923	51569	ENSG00000120686.11	UFM1	Ubiquitin-fold modifier 1 [OS=Homo sapiens]	P61960
6,439832	6,83357	6,651769	6,65647	6,776507	6,592177	6,672148	6,380324	6,70842	6,659448		2			4	9	4	1	0	4	0,414392665880987	-0,069126033782959	-0,909797487553919	7260	ENSG00000032389.12	TSSC1	Protein TSSC1 [OS=Homo sapiens]	Q53HC9
6,715613	6,617576	6,698939	6,603542	6,751011	6,719042	6,543024	6,41447	6,734455	6,601151		1			4	8	4	1	0	4	0,344916918783188	-0,0749076843261719	-1,06993154043979	2582	ENSG00000117308.14	GALE	UDP-glucose 4-epimerase [OS=Homo sapiens]	Q14376
6,801545	6,662488	6,817603	6,451374	6,628586	6,592394	6,697956	6,785835	6,417837	6,517172		3			7	51	4	1	3	7	0,169161944279009	-0,0700806617736816	-1,67541813906121	100624812;493184	ENSSSCG00000024482.1;ENSSSCG00000028568.1	LOC100624812;HSP27;HSPB1	Heat shock protein beta-1 [OS=Sus scrofa]	Q5S1U1
6,587965	6,998872	6,750875	6,309249	6,658212	6,548437	6,627899	6,528259	6,752213	6,57289		1			2	5	2	1	0	2	0,708743858295062	-0,0550950050354004	-0,401255473375684	84065	ENSG00000186501.14	TMEM222	transmembrane protein 222 [OS=Homo sapiens]	Q9H0R3
6,819936	6,463615	6,299862	7,250747	6,314695	6,557392	6,412255	7,084832	6,38579	6,473709		9			2	5	2	1	0	2	0,869982632024824	-0,0469755172729492	-0,174453840593625	406187	ENSSSCG00000015069.2	APOC3	Apolipoprotein C-III [OS=Sus scrofa]	P27917
7,082083	6,299143	6,713486	6,755629	6,407668	6,613969	6,432018	7,004344	6,444506	6,460239		1			15	96	2	1	0	15	0,691338490773948	-0,0605867385864258	-0,42703154340874	7170	ENSG00000143549.19	TPM3	Isoform 2 of Tropomyosin alpha-3 chain [OS=Homo sapiens]	P06753-2
6,631975	6,778733	6,603507	6,658092	6,712163	6,524938	6,728597	6,541424	6,655306	6,582493		13	+	Avastin_Control	6	65	6	1	0	6	0,0341645484830934	-0,0703426361083984	-3,16059480222215	397036	ENSSSCG00000021355.1	SOD1	Superoxide dismutase [Cu-Zn] [OS=Sus scrofa]	P04178
6,723832	6,578938	6,675251	6,857981	6,53294	6,651052	6,553053	6,696272	6,596935	6,539159		7			2	2	2	1	0	2	0,264065903530039	-0,0664944648742676	-1,29802546363415	100144460		TRIM26	Tripartite motif-containing protein 26 [OS=Sus scrofa]	O77666
6,798956	6,51016	6,659636	6,584924	6,814422	6,723822	6,509293	6,310144	6,799605	6,648867		4			4	15	4	1	0	4	0,463656362004851	-0,0752737998962402	-0,80945049512684	55276	ENSG00000169299.13	PGM2	Phosphoglucomutase-2 [OS=Homo sapiens]	Q96G03
6,705945	6,635785	6,764663	6,593204	6,683628	6,658672	6,623497	6,498078	6,673024	6,58189	Acetyl [N-Term]	19;CHR_HG2021_PATCH			14	45	14	1	0	14	0,292102596303401	-0,0696126937866211	-1,21230268360157	5704	ENSG00000281221.2;ENSG00000013275.7	PSMC4	26S protease regulatory subunit 6B [OS=Homo sapiens]	P43686
6,87818	6,599312	6,481276	6,843838	6,534545	6,753194	6,546049	6,632954	6,507792	6,590961		3			3	5	3	1	0	3	0,503073074703095	-0,0612403869628906	-0,735059814693835	30	ENSG00000060971.17	ACAA1	3-ketoacyl-CoA thiolase, peroxisomal [OS=Homo sapiens]	P09110-1
6,461888	6,83478	6,630295	6,737955	6,68972	6,515958	6,658848	6,492531	6,694419	6,662488		5			5	11	3	1	2	5	0,1825276256667	-0,0660788536071777	-1,61073149900181	2554	ENSG00000022355.16	GABRA1	Gamma-aminobutyric acid receptor subunit alpha-1 [OS=Homo sapiens]	P14867
6,614078	6,722464	6,825795	6,712175	6,492617	6,530372	6,73256	6,717649	6,566044	6,479769		12			5	16	5	1	0	5	0,080223493809966	-0,0681468963623047	-2,33032535022374	1466	ENSG00000175183.9	CSRP2	Cysteine and glycine-rich protein 2 [OS=Homo sapiens]	Q16527
6,477294	6,904168	6,556778	6,781685	6,602124	6,233024	6,885058	6,454501	6,733118	6,623302		17			2	5	2	1	0	2	0,162972273090717	-0,0786092758178711	-1,70721082932051	494014	ENSSSCG00000007039.3	PRNP	Major prion protein [OS=Sus scrofa]	P49927
6,723815	6,715587	6,719728	6,637951	6,58496	6,62931	6,584962	6,559004	6,696271	6,57137		7			15	281	13	1	2	15	0,16398616735646	-0,0682248115539551	-1,70191694389908	3181	ENSG00000122566.20	HNRNPA2B1	heterogeneous nuclear ribonucleoproteins A2/B1 [OS=Homo sapiens]	P22626
6,754151	6,649793	6,64839	6,690307	6,635593	6,630489	6,576672	6,60857	6,612203	6,608442		1	+	Avastin_Control	3	9	3	1	0	3	0,0154247206533724	-0,0683714866638184	-4,05400364275895	1810	ENSG00000117505.12	DR1	Protein Dr1 [OS=Homo sapiens]	Q01658
6,68789	6,682933	6,672248	6,635878	6,708697	6,59768	6,607293	6,615818	6,660348	6,562036		19			8	36	8	1	0	8	0,0681256243725483	-0,068894100189209	-2,48117024598415	6205	ENSG00000142534.6	RPS11	40S ribosomal protein S11 [OS=Homo sapiens]	P62280
6,596908	6,781354	6,632898	6,802135	6,556889	6,577426	6,666722	6,558951	6,602637	6,638793		2			5	20	3	1	2	5	0,238539781363761	-0,0651309967041016	-1,38410901474336	5899		RALB	Isoform 2 of Ras-related protein Ral-B [OS=Homo sapiens]	P11234-2
6,654129	6,344119	6,587463	7,153906	6,395018	6,512051	6,600268	6,544485	6,712684	6,613931		12			2	3	2	1	0	2	0,824299024212605	-0,0302431106567383	-0,237001063447377	4801	ENSG00000120837.7	NFYB	nuclear transcription factor Y subunit beta [OS=Homo sapiens]	P25208
6,742128	6,637043	6,716003	6,642152	6,646004	6,585698	6,613964	6,601477	6,642325	6,60127		8			7	32	7	1	0	7	0,0820498936265708	-0,0677193641662598	-2,30980465199554	6129	ENSG00000147604.13	RPL7	60S ribosomal protein L7 [OS=Homo sapiens]	P18124
6,18778	6,964026	6,642325	6,756207	6,72853	6,627154	6,787897	6,089507	6,678055	6,760886		X			7	66	7	1	0	7	0,697237764211514	-0,0670740127563477	-0,418258043226636	6247	ENSG00000102104.8	RS1	Retinoschisin [OS=Homo sapiens]	O15537
6,536729	6,677025	6,655334	6,725143	6,773514	6,586086	6,655991	6,444506	6,626991	6,716988		9			3	7	3	1	0	3	0,193980841608414	-0,067436695098877	-1,55909797850733	1271	ENSG00000122756.14	CNTFR	Ciliary neurotrophic factor receptor subunit alpha [OS=Homo sapiens]	P26992
6,833955	6,629885	6,71423	6,685099	6,502132	6,596578	6,635156	6,610982	6,687487	6,509184		14			6	15	5	1	1	6	0,245022502706896	-0,0651828765869141	-1,36142044772843	22795	ENSG00000087303.17	NID2	Nidogen-2 [OS=Homo sapiens]	Q14112-1
6,845201	6,521191	6,663586	6,727043	6,604376	6,685455	6,569771	6,629076	6,615467	6,534545		1			8	47	7	1	1	8	0,137939957151365	-0,0654167175292969	-1,85030975785948	5226	ENSG00000142657.20	PGD	6-phosphogluconate dehydrogenase, decarboxylating [OS=Homo sapiens]	P52209
6,734607	6,646003	6,595937	6,69603	6,701373	6,622033	6,564158	6,746169	6,50205	6,602808		15			2	3	2	1	0	2	0,308039016503511	-0,0673460006713867	-1,16699211061366	83440		ADPGK	ADP-dependent glucokinase [OS=Homo sapiens]	Q9BRR6-1
6,984134	6,69488	6,436295	6,421223	6,769507	6,571373	6,57289	6,46107	6,608809	6,812498		14			2	2	2	1	0	2	0,612284679475093	-0,0558797836303711	-0,548883515699233	57596	ENSG00000183092.16	BEGAIN	Brain-enriched guanylate kinase-associated protein [OS=Homo sapiens]	Q9BUH8
6,474074	6,650737	6,846725	6,717355	6,645401	6,469003	6,553862	6,645754	6,674848	6,679485					3	3	3	1	0	3	0,202151691250012	-0,0622679710388184	-1,52414370763884				Isoform 5 of Double-stranded RNA-specific editase 1 [OS=Homo sapiens]	P78563-5
6,892317	6,632195	6,422023	6,666247	6,72996	6,760133	6,638047	6,50322	6,562046	6,569771		17			3	6	3	1	0	3	0,245521146601739	-0,0619052886962891	-1,35969985750605	124808	ENSG00000180329.13	CCDC43	Coiled-coil domain-containing protein 43 [OS=Homo sapiens]	Q96MW1
6,774652	6,756886	6,706621	6,687161	6,432113	6,57957	6,721076	6,642354	6,546597	6,553203		15			6	35	2	1	0	6	0,307821243550492	-0,0629267692565918	-1,16759637404629	8125	ENSG00000140350.15	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A [OS=Homo sapiens]	P39687
6,691919	6,742507	6,57735	6,722624	6,641668	6,606817	6,526592	6,682194	6,599029	6,629119		X			5	12	5	1	0	5	0,285395870030942	-0,0664633750915527	-1,23207073450959	28952	ENSG00000101997.12	CCDC22	Coiled-coil domain-containing protein 22 [OS=Homo sapiens]	O60826
6,740301	6,555202	6,626916	6,811639	6,629884	6,696384	6,681257	6,651318	6,480588	6,516462		5			3	5	3	1	0	3	0,428660540365408	-0,0675865173339844	-0,879778618655831	3295	ENSG00000133835.14	HSD17B4	Isoform 2 of Peroxisomal multifunctional enzyme type 2 [OS=Homo sapiens]	P51659-2
6,851314	6,778133	6,644482	6,528612	6,520188	6,675576	6,635127	6,543818	6,593611	6,596147		1;CHR_HSCHR1_2_CTG31			3	7	3	1	0	3	0,351799692411848	-0,0556902885437012	-1,05286615192061	10067	ENSG00000116521.10;ENSG00000263290.5	SCAMP3	Secretory carrier-associated membrane protein 3 [OS=Homo sapiens]	O14828
6,993059	6,254966	6,580516	6,936827	6,466689	6,696842	6,375496	7,022123	6,461304	6,375058		3			2	4	2	1	0	2	0,726055381732845	-0,0602465629577637	-0,375932327140059	100144519	ENSSSCG00000007739.2	GUSB	beta-glucuronidase [OS=Sus scrofa]	Q4FAT7
6,846744	6,658212	6,60733	6,687901	6,565292	6,648178	6,623516	6,711495	6,506208	6,556123		10			2	4	2	1	0	2	0,32152935332708	-0,0639919281005859	-1,13031026037889	3988	ENSG00000107798.17	LIPA	lysosomal acid lipase/cholesteryl ester hydrolase [OS=Homo sapiens]	P38571
6,891134	6,621034	6,630458	6,679474	6,532156	6,632795	6,536327	6,74259	6,551332	6,578179		5			8	19	8	1	0	8	0,392345971627799	-0,0626064300537109	-0,957927010296295	10146	ENSG00000145907.14	G3BP1	Ras GTPase-activating protein-binding protein 1 [OS=Homo sapiens]	Q13283
6,683462	6,561406	6,738606	6,671482	6,709816	6,726642	6,518995	6,646926	6,626016	6,499736		8			3	4	3	1	0	3	0,169421670197651	-0,0692914009094238	-1,67411092043111	50484		RRM2B	Isoform 6 of Ribonucleoside-diphosphate reductase subunit M2 B [OS=Homo sapiens]	Q7LG56-6
6,564526	6,637327	6,708659	6,736721	6,725876	6,572115	6,550722	6,510056	6,738677	6,668822		7			23	109	3	1	21	23	0,150623025900208	-0,0665431976318359	-1,77463652891698	23382	ENSG00000158467.16	AHCYL2	Adenosylhomocysteinase 3 [OS=Homo sapiens]	Q96HN2
6,525879	6,842308	6,549648	6,721035	6,713264	6,513493	6,752713	6,543108	6,700397	6,522552		2			3	12	3	1	0	3	0,141931620638268	-0,0639740943908691	-1,8257164979367	25927	ENSG00000119865.8	CNRIP1	CB1 cannabinoid receptor-interacting protein 1 [OS=Homo sapiens]	Q96F85-1
6,281173	6,953926	6,456182	6,726115	6,850421	6,515657	6,787142	6,436217	6,578179	6,709409		X			2	4	2	1	0	2	0,556481503648341	-0,0482423782348633	-0,640867857366785	396564	ENSSSCG00000012817.3	FUNDC2	FUN14 domain-containing protein 2 [OS=Sus scrofa]	Q864V5
6,787817	6,648766	6,71891	6,644537	6,568336	6,739227	6,596242	6,502098	6,690426	6,510186		2			6	21	6	1	0	6	0,193626567095298	-0,0660374641418457	-1,56064749724504	94097	ENSG00000144040.12	SFXN5	Sideroflexin-5 [OS=Homo sapiens]	Q8TD22
6,677739	6,471675	6,72645	6,84549	6,630458	6,573614	6,420273	6,718151	6,669577	6,656765		5			9	47	6	1	0	9	0,154273809118289	-0,0626864433288574	-1,75411082835528	23176	ENSG00000164402.13	SEPT8	Septin-8 [OS=Homo sapiens]	Q92599-1
7,061646	6,708222	6,417716	6,521416	6,569771	6,650327	6,573208	6,77214	6,56296	6,476083		7			3	4	3	1	0	3	0,715705014000367	-0,0488106727600098	-0,391036577029908	7425	ENSG00000128564.6	VGF	Neurosecretory protein VGF [OS=Homo sapiens]	O15240
6,682067	6,598545	6,657467	6,771149	6,606186	6,635767	6,596038	6,640478	6,635841	6,531971		5			5	12	4	1	0	5	0,0795602097257072	-0,0550640106201172	-2,33790847271612	345630	ENSG00000188573.7	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 [OS=Homo sapiens]	A6NHQ2
6,657457	6,676954	6,680808	6,684326	6,65374	6,652429	6,666888	6,606057	6,506866	6,614606		14			4	6	4	1	0	4	0,12435112089143	-0,0612879753112793	-1,94018362081762	83544	ENSG00000119661.14	DNAL1	Dynein light chain 1, axonemal [OS=Homo sapiens]	Q4LDG9-1
6,347745	6,892969	6,603611	6,744702	6,731076	6,596932	6,816316	6,245983	6,549948	6,779186		14			16	215	16	1	0	16	0,556253298956894	-0,0663477897644043	-0,641256406807571	397659		VDAC2	Voltage-dependent anion-selective channel protein 2 [OS=Sus scrofa]	Q9MZ15
6,343298	6,72853	6,727551	6,712779	6,816089	6,434613	6,588682	6,687016	6,488621	6,82459					3	6	3	1	0	3	0,332712745636463	-0,060944938659668	-1,10095799689318				Acylphosphatase-2 [OS=Sus scrofa]	P00819
7,261972	6,253592	6,133862	6,058318	7,167163	6,78526	6,259594	7,119809	6,080166	6,538836					2	2	2	1	0	2	0,951548061934692	-0,018248176574707	-0,0646588397360744	397064		IGFBP2	Insulin-like growth factor-binding protein 2 [OS=Sus scrofa]	P24853
6,690641	6,706442	6,677346	6,683663	6,616901	6,645287	6,622049	6,562812	6,658926	6,566803		19	+	Avastin_Control	8	49	8	1	0	8	0,0159197263692115	-0,0638238906860352	-4,01580369749381	6633	ENSG00000125743.10	SNRPD2	Small nuclear ribonucleoprotein Sm D2 [OS=Homo sapiens]	P62316
6,763532	6,479591	6,629679	6,559134	6,902177	6,67148	6,447531	6,570159	6,630085	6,718625		22			4	8	4	1	0	4	0,225318193321438	-0,0592464447021484	-1,43234162478609	2547	ENSG00000196419.12	XRCC6	X-ray repair cross-complementing protein 6 [OS=Homo sapiens]	P12956
6,793688	6,593932	6,708502	6,595246	6,674164	6,566679	6,5932	6,608437	6,685391	6,599802		1			6	44	6	1	0	6	0,302608417351779	-0,0624045372009277	-1,18218075935548	397650	ENSSSCG00000004177.2	RPS12	40S ribosomal protein S12 [OS=Sus scrofa]	P46405
6,456409	6,651294	6,586452	6,817766	6,819214	6,616242	6,758884	6,345763	6,606421	6,688124		X			2	6	2	1	0	2	0,487997316370396	-0,0631402015686035	-0,762967600412549	100513447	ENSSSCG00000012124.3	TRAPPC2	Trafficking protein particle complex subunit 2 [OS=Sus scrofa]	F1SRI0
6,526968	6,908627	6,655938	6,645717	6,608002	6,656407	6,691795	6,4452	6,597357	6,65534	Acetyl [N-Term]	1			2	8	2	1	0	2	0,434008027977902	-0,0598302841186523	-0,868739292686909	199953	ENSG00000188807.12	TMEM201	Transmembrane protein 201 [OS=Homo sapiens]	Q5SNT2-1
6,663691	6,677973	6,624176	6,63203	6,770156	6,674499	6,650505	6,531772	6,550574	6,641065		9			3	7	3	1	0	3	0,0613424059420491	-0,063922119140625	-2,57976869106068	10244	ENSG00000136933.16	RABEPK	Rab9 effector protein with Kelch motifs [OS=Homo sapiens]	Q7Z6M1-1
6,581915	6,734005	6,653714	6,625709	6,76924	6,546841	6,684291	6,648875	6,441914	6,719725		4			8	18	7	1	0	8	0,10482964502572	-0,0645873069763184	-2,09000904294845	3791	ENSG00000128052.8	KDR	Vascular endothelial growth factor receptor 2 [OS=Homo sapiens]	P35968
6,766069	6,631407	6,779379	6,656712	6,525108	6,629297	6,581941	6,735303	6,562203	6,544404		9			11	42	9	1	2	11	0,0800700296629412	-0,0611053466796875	-2,33207355288066	5887	ENSG00000119318.12	RAD23B	UV excision repair protein RAD23 homolog B [OS=Homo sapiens]	P54727
6,468354	6,81436	6,808628	6,663475	6,588208	6,656003	6,702518	6,227656	6,851574	6,550435		11			14	58	14	1	0	14	0,640890177493823	-0,0709677696228027	-0,503789638772257	4723	ENSG00000167792.11	NDUFV1	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [OS=Homo sapiens]	P49821
6,842251	6,603626	6,625678	6,68221	6,603324	6,645645	6,552915	6,728216	6,552844	6,571692		11			4	16	4	1	0	4	0,291613557834281	-0,0611554145812988	-1,21372953754996	2017	ENSG00000085733.15	CTTN	Src substrate cortactin [OS=Homo sapiens]	Q14247-1
6,749472	6,682734	6,663201	6,660027	6,613892	6,598228	6,675251	6,582068	6,577709	6,6257		5			4	31	4	1	0	4	0,101459594593829	-0,0620736122131348	-2,11897083779341	6208	ENSG00000164587.11	RPS14	40S ribosomal protein S14 [OS=Homo sapiens]	P62263
6,677493	6,626828	6,61412	6,941548	6,461636	6,769757	6,349988	6,885109	6,47055	6,505299		13			2	4	2	1	0	2	0,637633907652327	-0,0681843757629395	-0,508860791340881	1284	ENSG00000134871.17	COL4A2	Collagen alpha-2(IV) chain [OS=Homo sapiens]	P08572
6,759063	6,635884	6,644381	6,650479	6,665032	6,705298	6,556989	6,574889	6,597592	6,606171		2	+	Avastin_Control	3	5	3	1	0	3	0,000230844481876592	-0,0627799987792969	-12,5654587230827	22950	ENSG00000163798.13	SLC4A1AP	kanadaptin [OS=Homo sapiens]	Q9BWU0
6,895174	6,443744	6,717043	6,721526	6,534842	6,461666	6,658886	6,893733	6,576345	6,39975		3			6	87	2	1	0	6	0,617657812245266	-0,0643898010253906	-0,540316556272599	59345	ENSG00000114450.9	GNB4	Guanine nucleotide-binding protein subunit beta-4 [OS=Homo sapiens]	Q9HAV0
6,802433	6,602847	6,712839	6,812222	6,401599	6,633895	6,572861	6,74251	6,514055	6,589239		3			6	54	2	1	0	6	0,538976512186952	-0,0558757781982422	-0,670999789734125	387	ENSG00000067560.10	RHOA	Transforming protein RhoA [OS=Homo sapiens]	P61586
6,831923	6,513151	6,586973	6,660513	6,74659	6,761683	6,525382	6,438805	6,679532	6,623341		5			2	4	2	1	0	2	0,143184895814853	-0,0620816230773926	-1,81814768208672	90268	ENSG00000154124.4	FAM105B;OTULIN	Ubiquitin thioesterase otulin [OS=Homo sapiens]	Q96BN8
6,762366	6,525014	6,79563	6,721537	6,542985	6,609261	6,551496	6,749534	6,612728	6,529483		2			6	16	6	1	0	6	0,141853961322881	-0,0590063095092773	-1,82618785468732	3032	ENSG00000138029.13	HADHB	Trifunctional enzyme subunit beta, mitochondrial [OS=Homo sapiens]	P55084
6,7529	6,721561	6,546104	6,800898	6,522767	6,494882	6,71698	6,674254	6,729876	6,420279		1			2	4	2	1	0	2	0,384190525018355	-0,0615918159484863	-0,976314538238287	249	ENSG00000162551.13	ALPL	Alkaline phosphatase, tissue-nonspecific isozyme [OS=Homo sapiens]	P05186-1
6,771464	6,780385	6,627071	6,633933	6,52643	6,680639	6,478152	6,700023	6,43374	6,741338		1			2	3	2	1	0	2	0,546700727280994	-0,0610783576965332	-0,657620855844322	200081	ENSG00000084652.15	TXLNA	alpha-taxilin [OS=Homo sapiens]	P40222
6,755703	6,693978	6,686367	6,608681	6,618758	6,626427	6,650451	6,488673	6,670704	6,618182					6	30	4	1	0	6	0,250743360019153	-0,0618101119995117	-1,34188386736662				Isoform 3 of Hepatoma-derived growth factor-related protein 2 [OS=Homo sapiens]	Q7Z4V5-3
6,599008	6,731854	6,773459	6,657446	6,599836	6,631526	6,495642	6,637327	6,585549	6,706649		17			10	816	5	1	0	10	0,370976120410892	-0,0609820365905762	-1,00683600468927	2027	ENSG00000108515.17	ENO3	Beta-enolase [OS=Homo sapiens]	P13929-1
6,757612	6,663917	6,382436	6,646502	6,864616	6,462771	6,812922	6,719038	6,435685	6,590816		9			7	12	7	1	0	7	0,668533601180067	-0,058769702911377	-0,461328669529299	403334	ENSSSCG00000015311.2	CYP51	lanosterol 14-alpha demethylase [OS=Sus scrofa]	O46420
6,61786	6,676137	6,784008	6,676003	6,601049	6,492204	6,574246	6,609361	6,684394	6,69092		5			3	4	3	1	0	3	0,275274564583571	-0,0607864379882812	-1,26275557655282	1456	ENSG00000151292.17	CSNK1G3	Isoform 2 of Casein kinase I isoform gamma-3 [OS=Homo sapiens]	Q9Y6M4-2
6,730599	6,725087	6,665325	6,614606	6,625209	6,652109	6,602609	6,608373	6,654465	6,539151		1			5	12	5	1	0	5	0,0897855143594983	-0,0608238220214844	-2,22824735305768	261726	ENSG00000143155.12	TIPRL	TIP41-like protein [OS=Homo sapiens]	O75663
6,546626	6,678066	6,572861	6,481683	7,018535	6,401222	6,613958	6,423426	6,974409	6,567571		19			2	3	2	1	0	2	0,701301558036415	-0,0634368896484375	-0,412236695198276	51477	ENSG00000105655.18	ISYNA1	Inositol-3-phosphate synthase 1 [OS=Homo sapiens]	Q9NPH2
6,578926	6,714167	6,685455	6,726822	6,656779	6,579649	6,688599	6,475752	6,614078	6,696536		7			10	200	5	1	1	10	0,24105328502087	-0,0615072250366211	-1,37524069829116	2783	ENSG00000172354.9	GNB2	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 [OS=Homo sapiens]	P62879
6,514105	6,769352	6,544278	6,695383	6,810218	6,592484	6,558268	6,227676	6,910185	6,686648		X			4	10	3	1	0	4	0,499719481409513	-0,0716148376464844	-0,741212958151458	1741	ENSG00000082458.11	DLG3	Disks large homolog 3 [OS=Homo sapiens]	Q92796
6,590902	6,716386	6,679474	6,775975	6,587111	6,595926	6,68614	6,554752	6,610688	6,609533		2			2	3	2	1	0	2	0,187295113586305	-0,058561897277832	-1,58884310355216	10314	ENSG00000115365.11	LANCL1	LanC-like protein 1 [OS=Homo sapiens]	O43813
6,607056	6,161882	7,396149	6,122048	6,688159	6,431288	6,199639	7,378944	5,91013	6,689909		1			4	16	4	1	0	4	0,220768791633587	-0,0730770111083984	-1,44959408262923	6284	ENSG00000189171.14	S100A13	Protein S100-A13 [OS=Homo sapiens]	Q99584
6,715812	6,729959	6,578079	6,656748	6,680424	6,782498	6,629345	6,345465	6,690204	6,583176		2			6	23	6	1	0	6	0,285123835639433	-0,0660669326782227	-1,23288181341507	7247	ENSG00000211460.11	TSN	Translin [OS=Homo sapiens]	Q15631-1
6,605838	6,708956	6,836382	6,525061	6,664625	6,460909	6,623967	6,791009	6,586231	6,578945		10			2	3	2	1	0	2	0,154436528346995	-0,0599599838256836	-1,75320802522418	9806	ENSG00000107742.12	SPOCK2	Testican-2 [OS=Homo sapiens]	Q92563
6,747477	6,698319	6,647418	6,643039	6,625678	6,666672	6,623993	6,629833	6,560686	6,583258		1	+	Avastin_Control	7	13	7	1	0	7	0,00950938303090418	-0,0594976425170898	-4,67126035751303	5511	ENSG00000117751.17	PPP1R8	Nuclear inhibitor of protein phosphatase 1 [OS=Homo sapiens]	Q12972-1
6,610555	6,698921	6,783788	6,649529	6,612971	6,697138	6,597579	6,369545	6,76487	6,607986		4			6	20	5	1	1	6	0,54107209852934	-0,0637290954589844	-0,66735680438784	10424	ENSG00000164040.16	PGRMC2	Isoform 2 of Membrane-associated progesterone receptor component 2 [OS=Homo sapiens]	O15173-2
